OBJECTID,Gestor de red,Nombre del gestor,Provincia,Municipio,Coordenada X,Coordenada Y,Subestación,Nivel de tensión (kV),Capacidad disponible (MW),Nudo reservado,Capacidad ocupada (MW),Capacidad admitida y no evaluada (MW),Nudo 0*,x,y
143,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Parres,322490.1,4807772.7,SE ARRIONDAS,132,0,No,0,0,0,322490.1,4807772.7
144,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Parres,323146.1,4806672,CR NOCEDA,24,4.37,No,9.5,0,0,323146.1,4806672
145,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,270878.3,4807163.3,SE CORREDORIA,22,4.23,No,139.1,6,0,270878.3,4807163.3
146,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,270878.3,4807163.3,SE CORREDORIA,50,5.24,No,6,0,0,270878.3,4807163.3
147,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,270878.3,4807163.3,SE CORREDORIA,132,0,No,191.6,0,0,270878.3,4807163.3
148,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,268903.4,4804500.2,CR EDIFICIO SOCIAL,22,3.6,No,1.4,0,0,268903.4,4804500.2
149,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,270654.4,4802981.7,SE SAN ESTEBAN,22,3.6,No,76.8,0,0,270654.4,4802981.7
150,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,270654.4,4802981.7,SE SAN ESTEBAN,132,0,No,45,45,0,270654.4,4802981.7
151,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,274840,4801169.2,CR VEGUIN 2,24,4.37,No,2.3,0,0,274840,4801169.2
152,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,262408.5,4800955.7,SE PUERTO,22,0.25,No,12.7,4,0,262408.5,4800955.7
153,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,262408.5,4800955.7,SE PUERTO,50,0,No,0,0,1,262408.5,4800955.7
154,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,267806.4,4804098.1,CR EL CRISTO,22,3.6,No,5.2,0,0,267806.4,4804098.1
155,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,268617.3,4804372.3,CR EL FRESNO,22,3.6,No,9,0,0,268617.3,4804372.3
156,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,275208.2,4801199.7,SE VEGUIN 1,24,4.37,No,0.7,0,0,275208.2,4801199.7
157,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,268819.4,4805601.1,CR AVDA SANTANDER,22,4.23,No,8.4,0,0,268819.4,4805601.1
158,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,268622.2,4805852.9,CR NARANCO,22,4.23,No,12.4,0,0,268622.2,4805852.9
159,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,268266.5,4804666,CR PALACIO DE CONGRESOS,22,3.6,No,15.8,0,0,268266.5,4804666
160,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Oviedo,269729.8,4805297.4,SE EL VASCO,22,3.6,No,8.8,0,0,269729.8,4805297.4
161,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Nava,295005.2,4805212.3,SE QUINTANA,24,0.8,No,7.7,0,0,295005.2,4805212.3
162,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Nava,295005.2,4805212.3,SE QUINTANA,50,0,No,0,0,0,295005.2,4805212.3
163,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Muros de Nalón,250611.8,4826697.4,CR SAN ESTEBAN DE PRAVIA,22,4,No,2.4,0,0,250611.8,4826697.4
164,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Morcín,266415,4796367.1,CR SANTA EULALIA,22,3.6,No,2.1,0,0,266415,4796367.1
165,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Llanes,348942.8,4808583.2,CR LLEDIAS,24,0.8,No,7.2,0,0,348942.8,4808583.2
166,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Llanes,356818.7,4806928.5,SE LLANES,24,0.8,No,16.7,0,0,356818.7,4806928.5
167,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Llanes,356818.7,4806928.5,SE LLANES,50,0,No,0,0,0,356818.7,4806928.5
168,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Llanes,342792.4,4810722.9,CR NUEVA,24,0.8,No,0.5,0,0,342792.4,4810722.9
169,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Llanera,273525.7,4814022.6,SE ALIMERKA,22,0.26,No,4.4,0,0,273525.7,4814022.6
170,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Llanera,273525.7,4814022.6,SE ALIMERKA,50,0,No,26,0,1,273525.7,4814022.6
171,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Laviana,292218.2,4790925.8,CR LAVIANA,24,4.37,No,9.1,0,0,292218.2,4790925.8
172,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,"Regueras, Las",262218.8,4812465.4,CR BIEDES,22,0.25,No,8.4,0,0,262218.8,4812465.4
173,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,281603.2,4799679.5,SE LANGREO,24,4.37,No,52.2,0,0,281603.2,4799679.5
174,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,281603.2,4799679.5,SE LANGREO,50,0,No,0,0,0,281603.2,4799679.5
175,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,281603.2,4799679.5,SE LANGREO,132,0,No,0,0,0,281603.2,4799679.5
176,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,281408.4,4799341.8,CR SANDIN,24,4.37,No,5.8,0,0,281408.4,4799341.8
177,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,279743.1,4797627.7,CR LADA,24,3.5,No,5.5,0,0,279743.1,4797627.7
178,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,279657.9,4800303.4,CR RIAÑO,24,4.37,No,7,0,0,279657.9,4800303.4
179,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,283096.6,4796077.9,CR CASIELLES,24,4.37,No,6.3,0,0,283096.6,4796077.9
180,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Langreo,282930,4796821.9,CR SAMA,24,4.37,No,12.8,0,0,282930,4796821.9
181,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ibias,184691.6,4771611.8,CR IBIAS,22,2,No,0.4,0,0,184691.6,4771611.8
182,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ibias,192501,4759138,CR LUIÑA,22,2,No,0.4,0,0,192501,4759138
183,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,252877.5,4814489.8,CR GRULLOS,22,5,No,0.6,0,0,252877.5,4814489.8
184,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,251563.1,4808538.8,CR MALLADERA,22,0.25,No,10.8,0,0,251563.1,4808538.8
185,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,257190.3,4818680,SE ROMIO,22,6.23,No,7.5,0,0,257190.3,4818680
186,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,257190.3,4818680,SE ROMIO,50,6.23,No,0,0,0,257190.3,4818680
187,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,257190.3,4818680,SE ROMIO,132,0,No,0,0,0,257190.3,4818680
188,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,257469.2,4808405.9,SE GRADO,22,4.23,No,1.1,0,0,257469.2,4808405.9
189,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Grado,257469.2,4808405.9,SE GRADO,132,0,No,0,45,0,257469.2,4808405.9
190,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gozón,274665.8,4832205.3,CR BOCINES,22,1,No,7.6,0,0,274665.8,4832205.3
191,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gozón,265939.1,4828694.6,SE TABIELLA,22,6.07,No,44.9,6,0,265939.1,4828694.6
192,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gozón,265939.1,4828694.6,SE TABIELLA,50,4,No,97,12,0,265939.1,4828694.6
193,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gozón,265939.1,4828694.6,SE TABIELLA,132,0,No,157,0,0,265939.1,4828694.6
194,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gozón,274246.8,4832516.1,CR URB LA VALLINA 1,22,4,No,8.3,0,0,274246.8,4832516.1
195,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,282773.2,4821873.5,SE PUMARIN,22,0,No,99.8,16.5,0,282773.2,4821873.5
196,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,282773.2,4821873.5,SE PUMARIN,50,0,No,2.5,0,0,282773.2,4821873.5
197,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,282773.2,4821873.5,SE PUMARIN,132,0,No,100,45,0,282773.2,4821873.5
198,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,286339.8,4821832.5,SE CASTIELLO,22,0,No,42.9,9,0,286339.8,4821832.5
199,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,286339.8,4821832.5,SE CASTIELLO,132,0,No,0,0,0,286339.8,4821832.5
200,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,284870.5,4824264,CR COSTANILLA,22,0,No,14.6,0,0,284870.5,4824264
201,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,285865.2,4824119.7,CR EZCURDIA,22,0,No,10.5,0,0,285865.2,4824119.7
202,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,280315.2,4822764.1,CR COLINA DEL FAISAN,22,0,No,6.3,0,0,280315.2,4822764.1
203,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,282364.9,4824446.7,CR OXIGENO,22,0,No,10,0,0,282364.9,4824446.7
204,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,284665.5,4823488.3,CR EL LLANO,22,0,No,19,0,0,284665.5,4823488.3
205,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,284704.2,4821271.6,CR ROCES RESIDENCIAL,22,0,No,2.5,0,0,284704.2,4821271.6
206,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,283098.2,4823531.9,SE GIJON NORTE,22,0,No,40.1,11,0,283098.2,4823531.9
207,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,283098.2,4823531.9,SE GIJON NORTE,132,0,No,0,0,0,283098.2,4823531.9
208,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,281645.7,4822505.6,SE LLOREDA,22,0,No,21.5,0,0,281645.7,4822505.6
209,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,282061.6,4827603.6,SE PUERTO DE GIJON,22,0,No,33.5,14,0,282061.6,4827603.6
210,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,282061.6,4827603.6,SE PUERTO DE GIJON,132,0,No,0,90,0,282061.6,4827603.6
211,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,273607.3,4819765,SE COGERSA,132,0,No,0,0,0,273607.3,4819765
212,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,277448,4821663,SE ENTREVÍAS,132,0,No,0,0,0,277448,4821663
213,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Gijón,277448,4821663,SE ENTREVÍAS,22,0,No,0,40,0,277448,4821663
214,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cudillero,244879.8,4827141.5,SE CUDILLERO,22,0,No,6.6,10,0,244879.8,4827141.5
215,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Colunga,317591.8,4816830.7,SE COLUNGA,24,0.8,No,6.6,0,0,317591.8,4816830.7
216,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Colunga,317591.8,4816830.7,SE COLUNGA,50,0,No,0,0,0,317591.8,4816830.7
217,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Castrillón,254849.3,4827297,CR AEROPUERTO,22,3,No,6.5,0,0,254849.3,4827297
218,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Caso,305752.1,4786110.2,CR ABANTRO,24,3,No,0.9,0,0,305752.1,4786110.2
219,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Carreño,279614.7,4826173.1,SE CARRIO,22,0,No,43.5,39,0,279614.7,4826173.1
220,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Carreño,279614.7,4826173.1,SE CARRIO,132,0,No,212,60,0,279614.7,4826173.1
221,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Carreño,273910.7,4828080.9,CR PIEDELORO,22,0,No,9.8,5,0,273910.7,4828080.9
222,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas del Narcea,211193.6,4786777.5,CR INSTITUTO,22,4.02,No,4,0,0,211193.6,4786777.5
223,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas del Narcea,212134.1,4785245.7,SE SIENRA,22,4.02,No,5.5,0,0,212134.1,4785245.7
224,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas del Narcea,212134.1,4785245.7,SE SIENRA,50,4.02,No,0,0,0,212134.1,4785245.7
225,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas del Narcea,213392.7,4792100.4,CR EL PUELO,22,3,No,1.2,0,0,213392.7,4792100.4
226,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas del Narcea,205631.2,4772688,SE VEGA RENGOS,22,3.9,No,7.2,0,0,205631.2,4772688
227,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas del Narcea,205631.2,4772688,SE VEGA RENGOS,50,3.9,No,0,0,0,205631.2,4772688
228,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas de Onís,333659.2,4801061.9,CR LA ESTRADA,24,2,No,1.4,0,0,333659.2,4801061.9
229,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas de Onís,328988.1,4801752.8,CR NIEDA,24,2,No,7.4,0,0,328988.1,4801752.8
230,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cangas de Onís,326530.4,4798984.7,CR CAÑO,24,4.37,No,0.7,0,0,326530.4,4798984.7
231,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cabrales,349878.8,4797536.3,SE CARREÑA,24,2,No,0.4,0,0,349878.8,4797536.3
232,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Cabrales,351385,4791225.4,SE CAMARMEÑA,24,0.8,No,0.2,0,0,351385,4791225.4
233,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Belmonte de Miranda,240253.9,4802624.3,SE MIRANDA,22,4.23,No,9.4,0,0,240253.9,4802624.3
234,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Belmonte de Miranda,240253.9,4802624.3,SE MIRANDA,132,0,No,0,0,0,240253.9,4802624.3
235,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Avilés,264962.7,4825601.2,SE VILLALEGRE,22,5,No,26.5,0,0,264962.7,4825601.2
236,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Avilés,264962.7,4825601.2,SE VILLALEGRE,50,8.32,No,0,0,0,264962.7,4825601.2
237,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Corvera de Asturias,268343.5,4826093.5,SE TRASONA,22,6.82,No,29.5,0,0,268343.5,4826093.5
238,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Corvera de Asturias,268343.5,4826093.5,SE TRASONA,132,0,No,47,0,0,268343.5,4826093.5
239,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Corvera de Asturias,268343.5,4826093.5,SE TRASONA,50,0,No,0,0,0,268343.5,4826093.5
240,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Avilés,261850.9,4825029,CR MIRANDA,22,0,No,1.5,5,0,261850.9,4825029
241,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Avilés,263753.3,4828650.1,SE MARUCA,22,2.7,No,45.4,0,0,263753.3,4828650.1
242,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Avilés,263753.3,4828650.1,SE MARUCA,132,0,No,95,0,0,263753.3,4828650.1
243,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Avilés,264322.3,4826404,SE AMBULATORIO,22,5.5,No,7.6,0,0,264322.3,4826404
244,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Sagunt/Sagunto,734307.6,4395054.8,SE SAGUNTO,20,0,No,30,11,0,734307.6,4395054.8
245,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Sagunt/Sagunto,737106,4394968.7,CR LA PINAETA,20,0,No,4.8,0,0,737106,4394968.7
246,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Sagunt/Sagunto,734471.5,4395153.4,SE VIDANOVA,20,0,No,2.5,0,0,734471.5,4395153.4
247,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Riba-roja de Túria,710616.8,4372525.7,CR SECTOR 13,20,0,No,27.4,0,0,710616.8,4372525.7
248,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Riba-roja de Túria,708269,4372910.9,CR MASIA BALO,20,0,No,4.8,0,0,708269,4372910.9
249,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Quart de Poblet,715876.4,4372208.5,CR BONAIRE 1,20,0,No,3.4,0,0,715876.4,4372208.5
250,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Quart de Poblet,715876.6,4372208.7,CR BONAIRE 2,20,0,No,3.5,0,0,715876.6,4372208.7
251,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Quart de Poblet,712736.6,4373049.4,SE QUART DEL POBLET,20,0,No,53,37,0,712736.6,4373049.4
252,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Paterna,719800.2,4378930.3,CR ASTURIAS,20,0,No,2.8,0,0,719800.2,4378930.3
253,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Canet d'En Berenguer,739370.1,4396114.5,CR CABECERA,20,0,No,1.6,0,0,739370.1,4396114.5
254,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Aldaia,715402.1,4369400.4,CR DANONE (ALDAYA),20,0,No,5.8,15,0,715402.1,4369400.4
255,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Aldaia,716158.2,4372007,CR BONAIRE 3,20,0,No,2.1,0,0,716158.2,4372007
256,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Valencia/València,Aldaia,715067.8,4369943.3,SE ALDAIA,20,0,No,28.6,53.5,0,715067.8,4369943.3
257,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Zaragoza,Zaragoza,671141.3,4611146.2,CR BEETHOVEN 8,15,0,No,0.9,0,0,671141.3,4611146.2
258,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Zaragoza,Zaragoza,670932.8,4612095.7,CR CTRA MADRID,15,0,No,3.4,9,0,670932.8,4612095.7
259,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Zaragoza,Muel,655291.2,4595312,SE LOS VIENTOS,132,0,No,25,0,0,655291.2,4595312
260,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Zaragoza,Épila,649697,4601957.2,SE EL SABINAR,15,0,No,10,5,1,649697,4601957.2
261,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Zaragoza,Épila,649697,4601957.2,SE EL SABINAR,132,0,No,0,0,0,649697,4601957.2
262,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Burgos,Arija,421441.3,4759963.5,ARIJA,12,0,No,2.2,0,0,421441.3,4759963.5
263,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Burgos,Arija,421441.3,4759963.5,ARIJA,30,0,No,0,0,1,421441.3,4759963.5
264,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Burgos,Melgar de Fernamental,398752.7,4695241,MELGAR,12,0,No,4.87,0,0,398752.7,4695241
265,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Burgos,Melgar de Fernamental,398752.7,4695241,MELGAR,30,0,No,0,0,1,398752.7,4695241
266,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Burgos,Villadiego,415898.4,4706924.3,VILLADIEGO,12,0,No,1.53,0,0,415898.4,4706924.3
267,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Burgos,Villadiego,415898.4,4706924.3,VILLADIEGO,30,0,No,0,0,1,415898.4,4706924.3
268,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Viveiro,132447,4836310.7,BOIMENTE,132,100,No,0,0,0,132447,4836310.7
269,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Vilalba,122821.1,4818556.3,CARBA,132,70,No,0,0,0,122821.1,4818556.3
270,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Mondoñedo,142917.8,4817884,ESTELO,132,100,No,0,0,0,142917.8,4817884
271,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,"Fonsagrada, A",163587,4778438.6,FONSAGRADA,132,80,No,0,0,0,163587,4778438.6
272,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Castro de Rei,140726.1,4784560.7,LUDRIO,132,100,No,0,0,0,140726.1,4784560.7
273,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Mondoñedo,146550.7,4818040.1,MONDONEDO,132,68,No,0,0,0,146550.7,4818040.1
274,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Vilalba,121786.5,4806250.8,SETE_PONTES,132,60,No,0,0,0,121786.5,4806250.8
275,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Lugo,131875.3,4772615.1,SAN_CIBRAO,132,16.5,No,0,100,0,131875.3,4772615.1
276,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Lugo,Ribadeo,170870.2,4828331.6,RIBADEO,132,0,No,0,0,0,170870.2,4828331.6
277,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Asturias,Valdés,215356.7,4825840.4,ALMUÑA,20,0,No,16.03,0,0,215356.7,4825840.4
278,R1-005,"VIESGO DISTRIBUCIÓN ELECTRICA, S.L",Asturias,Valdés,215356.7,4825840.4,ALMUÑA,132,0,No,0,30,0,215356.7,4825840.4
